time,distance,velocity,mach,height,target_drop,drop_adj,windage,windage_adj,look_distance,angle,density_factor,drag,energy,ogw,flag
1.631 s,377.0,772.2 km/h,0.63 mach,-9209.297,-9209.297 mm,-1.3993 °,0.000 mm,0.0000 °,377.0 m,-3.4762 °,9.063e-04,0.088,0 J,0.000 kg,RANGE
1.636 s,378.0,771.9 km/h,0.63 mach,-9270.176,-9270.176 mm,-1.4049 °,0.000 mm,0.0000 °,378.0 m,-3.4884 °,9.121e-04,0.088,0 J,0.000 kg,RANGE
1.641 s,379.0,771.6 km/h,0.63 mach,-9331.269,-9331.269 mm,-1.4104 °,0.000 mm,0.0000 °,379.0 m,-3.5006 °,9.180e-04,0.088,0 J,0.000 kg,RANGE
1.645 s,380.0,771.3 km/h,0.63 mach,-9392.577,-9392.577 mm,-1.4159 °,0.000 mm,0.0000 °,380.0 m,-3.5129 °,9.239e-04,0.088,0 J,0.000 kg,RANGE
1.650 s,381.0,771.0 km/h,0.63 mach,-9454.099,-9454.099 mm,-1.4214 °,0.000 mm,0.0000 °,381.0 m,-3.5251 °,9.298e-04,0.088,0 J,0.000 kg,RANGE
1.655 s,382.0,770.7 km/h,0.63 mach,-9515.836,-9515.836 mm,-1.4270 °,0.000 mm,0.0000 °,382.0 m,-3.5374 °,9.357e-04,0.088,0 J,0.000 kg,RANGE
1.659 s,383.0,770.4 km/h,0.63 mach,-9577.787,-9577.787 mm,-1.4325 °,0.000 mm,0.0000 °,383.0 m,-3.5496 °,9.416e-04,0.088,0 J,0.000 kg,RANGE
1.664 s,384.0,770.1 km/h,0.63 mach,-9639.954,-9639.954 mm,-1.4381 °,0.000 mm,0.0000 °,384.0 m,-3.5619 °,9.476e-04,0.088,0 J,0.000 kg,RANGE
1.669 s,385.0,769.8 km/h,0.63 mach,-9702.336,-9702.336 mm,-1.4436 °,0.000 mm,0.0000 °,385.0 m,-3.5742 °,9.536e-04,0.088,0 J,0.000 kg,RANGE
1.674 s,386.0,769.5 km/h,0.63 mach,-9764.933,-9764.933 mm,-1.4491 °,0.000 mm,0.0000 °,386.0 m,-3.5865 °,9.596e-04,0.088,0 J,0.000 kg,RANGE
1.678 s,387.0,769.2 km/h,0.63 mach,-9827.746,-9827.746 mm,-1.4547 °,0.000 mm,0.0000 °,387.0 m,-3.5988 °,9.656e-04,0.087,0 J,0.000 kg,RANGE
1.683 s,388.0,768.8 km/h,0.63 mach,-9890.774,-9890.774 mm,-1.4602 °,0.000 mm,0.0000 °,388.0 m,-3.6111 °,9.717e-04,0.087,0 J,0.000 kg,RANGE
1.688 s,389.0,768.5 km/h,0.63 mach,-9954.019,-9954.019 mm,-1.4658 °,0.000 mm,0.0000 °,389.0 m,-3.6234 °,9.777e-04,0.087,0 J,0.000 kg,RANGE
1.692 s,390.0,768.2 km/h,0.63 mach,-10017.479,-10017.479 mm,-1.4714 °,0.000 mm,0.0000 °,390.0 m,-3.6358 °,9.853e-04,0.087,0 J,0.000 kg,RANGE
1.697 s,391.0,767.9 km/h,0.63 mach,-10081.156,-10081.156 mm,-1.4769 °,0.000 mm,0.0000 °,391.0 m,-3.6481 °,9.914e-04,0.087,0 J,0.000 kg,RANGE
1.702 s,392.0,767.6 km/h,0.63 mach,-10145.049,-10145.049 mm,-1.4825 °,0.000 mm,0.0000 °,392.0 m,-3.6605 °,9.976e-04,0.087,0 J,0.000 kg,RANGE
1.706 s,393.0,767.3 km/h,0.63 mach,-10209.159,-10209.159 mm,-1.4881 °,0.000 mm,0.0000 °,393.0 m,-3.6728 °,1.004e-03,0.087,0 J,0.000 kg,RANGE
1.711 s,394.0,767.0 km/h,0.63 mach,-10273.486,-10273.486 mm,-1.4936 °,0.000 mm,0.0000 °,394.0 m,-3.6852 °,1.010e-03,0.087,0 J,0.000 kg,RANGE
1.716 s,395.0,766.7 km/h,0.63 mach,-10338.03,-10338.030 mm,-1.4992 °,0.000 mm,0.0000 °,395.0 m,-3.6976 °,1.016e-03,0.087,0 J,0.000 kg,RANGE
1.721 s,396.0,766.4 km/h,0.63 mach,-10402.791,-10402.791 mm,-1.5048 °,0.000 mm,0.0000 °,396.0 m,-3.7100 °,1.022e-03,0.087,0 J,0.000 kg,RANGE
1.725 s,397.0,766.1 km/h,0.63 mach,-10467.769,-10467.769 mm,-1.5104 °,0.000 mm,0.0000 °,397.0 m,-3.7224 °,1.029e-03,0.087,0 J,0.000 kg,RANGE
1.730 s,398.0,765.8 km/h,0.63 mach,-10532.964,-10532.964 mm,-1.5160 °,0.000 mm,0.0000 °,398.0 m,-3.7348 °,1.035e-03,0.087,0 J,0.000 kg,RANGE
1.735 s,399.0,765.5 km/h,0.62 mach,-10598.378,-10598.378 mm,-1.5216 °,0.000 mm,0.0000 °,399.0 m,-3.7472 °,1.041e-03,0.087,0 J,0.000 kg,RANGE
1.739 s,400.0,765.2 km/h,0.62 mach,-10664.009,-10664.009 mm,-1.5271 °,0.000 mm,0.0000 °,400.0 m,-3.7597 °,1.047e-03,0.087,0 J,0.000 kg,RANGE
1.744 s,401.0,764.9 km/h,0.62 mach,-10729.858,-10729.858 mm,-1.5327 °,0.000 mm,0.0000 °,401.0 m,-3.7721 °,1.054e-03,0.087,0 J,0.000 kg,RANGE
1.749 s,402.0,764.6 km/h,0.62 mach,-10795.925,-10795.925 mm,-1.5383 °,0.000 mm,0.0000 °,402.0 m,-3.7846 °,1.060e-03,0.087,0 J,0.000 kg,RANGE
1.754 s,403.0,764.3 km/h,0.62 mach,-10862.211,-10862.211 mm,-1.5439 °,0.000 mm,0.0000 °,403.0 m,-3.7970 °,1.066e-03,0.087,0 J,0.000 kg,RANGE
1.758 s,404.0,764.0 km/h,0.62 mach,-10928.716,-10928.716 mm,-1.5495 °,0.000 mm,0.0000 °,404.0 m,-3.8095 °,1.073e-03,0.087,0 J,0.000 kg,RANGE
1.763 s,405.0,763.7 km/h,0.62 mach,-10995.439,-10995.439 mm,-1.5552 °,0.000 mm,0.0000 °,405.0 m,-3.8220 °,1.079e-03,0.087,0 J,0.000 kg,RANGE
1.768 s,406.0,763.4 km/h,0.62 mach,-11062.381,-11062.381 mm,-1.5608 °,0.000 mm,0.0000 °,406.0 m,-3.8345 °,1.086e-03,0.087,0 J,0.000 kg,RANGE
1.772 s,407.0,763.1 km/h,0.62 mach,-11129.542,-11129.542 mm,-1.5664 °,0.000 mm,0.0000 °,407.0 m,-3.8470 °,1.092e-03,0.087,0 J,0.000 kg,RANGE
1.777 s,408.0,762.8 km/h,0.62 mach,-11196.922,-11196.922 mm,-1.5720 °,0.000 mm,0.0000 °,408.0 m,-3.8595 °,1.098e-03,0.087,0 J,0.000 kg,RANGE
1.782 s,409.0,762.5 km/h,0.62 mach,-11264.522,-11264.522 mm,-1.5776 °,0.000 mm,0.0000 °,409.0 m,-3.8720 °,1.105e-03,0.087,0 J,0.000 kg,RANGE
1.787 s,410.0,762.2 km/h,0.62 mach,-11332.342,-11332.342 mm,-1.5832 °,0.000 mm,0.0000 °,410.0 m,-3.8845 °,1.111e-03,0.087,0 J,0.000 kg,RANGE
1.791 s,411.0,761.9 km/h,0.62 mach,-11400.381,-11400.381 mm,-1.5889 °,0.000 mm,0.0000 °,411.0 m,-3.8971 °,1.118e-03,0.087,0 J,0.000 kg,RANGE
1.796 s,412.0,761.6 km/h,0.62 mach,-11468.641,-11468.641 mm,-1.5945 °,0.000 mm,0.0000 °,412.0 m,-3.9096 °,1.125e-03,0.087,0 J,0.000 kg,RANGE
1.801 s,413.0,761.3 km/h,0.62 mach,-11537.12,-11537.120 mm,-1.6001 °,0.000 mm,0.0000 °,413.0 m,-3.9222 °,1.131e-03,0.087,0 J,0.000 kg,RANGE
1.806 s,414.0,761.0 km/h,0.62 mach,-11605.821,-11605.821 mm,-1.6058 °,0.000 mm,0.0000 °,414.0 m,-3.9348 °,1.138e-03,0.087,0 J,0.000 kg,RANGE
1.810 s,415.0,760.7 km/h,0.62 mach,-11674.741,-11674.741 mm,-1.6114 °,0.000 mm,0.0000 °,415.0 m,-3.9473 °,1.144e-03,0.086,0 J,0.000 kg,RANGE
1.815 s,416.0,760.4 km/h,0.62 mach,-11743.882,-11743.882 mm,-1.6171 °,0.000 mm,0.0000 °,416.0 m,-3.9599 °,1.151e-03,0.086,0 J,0.000 kg,RANGE
1.820 s,417.0,760.1 km/h,0.62 mach,-11813.245,-11813.245 mm,-1.6227 °,0.000 mm,0.0000 °,417.0 m,-3.9725 °,1.158e-03,0.086,0 J,0.000 kg,RANGE
1.825 s,418.0,759.8 km/h,0.62 mach,-11882.828,-11882.828 mm,-1.6284 °,0.000 mm,0.0000 °,418.0 m,-3.9851 °,1.164e-03,0.086,0 J,0.000 kg,RANGE
1.829 s,419.0,759.5 km/h,0.62 mach,-11952.633,-11952.633 mm,-1.6340 °,0.000 mm,0.0000 °,419.0 m,-3.9978 °,1.171e-03,0.086,0 J,0.000 kg,RANGE
1.834 s,420.0,759.2 km/h,0.62 mach,-12022.659,-12022.659 mm,-1.6397 °,0.000 mm,0.0000 °,420.0 m,-4.0104 °,1.178e-03,0.086,0 J,0.000 kg,RANGE
1.839 s,421.0,758.9 km/h,0.62 mach,-12092.906,-12092.906 mm,-1.6453 °,0.000 mm,0.0000 °,421.0 m,-4.0230 °,1.184e-03,0.086,0 J,0.000 kg,RANGE
1.844 s,422.0,758.6 km/h,0.62 mach,-12163.376,-12163.376 mm,-1.6510 °,0.000 mm,0.0000 °,422.0 m,-4.0357 °,1.191e-03,0.086,0 J,0.000 kg,RANGE
1.848 s,423.0,758.3 km/h,0.62 mach,-12234.068,-12234.068 mm,-1.6567 °,0.000 mm,0.0000 °,423.0 m,-4.0484 °,1.198e-03,0.086,0 J,0.000 kg,RANGE
1.853 s,424.0,758.0 km/h,0.62 mach,-12304.981,-12304.981 mm,-1.6623 °,0.000 mm,0.0000 °,424.0 m,-4.0610 °,1.205e-03,0.086,0 J,0.000 kg,RANGE
1.858 s,425.0,757.7 km/h,0.62 mach,-12376.117,-12376.117 mm,-1.6680 °,0.000 mm,0.0000 °,425.0 m,-4.0737 °,1.212e-03,0.086,0 J,0.000 kg,RANGE
1.863 s,426.0,757.4 km/h,0.62 mach,-12447.476,-12447.476 mm,-1.6737 °,0.000 mm,0.0000 °,426.0 m,-4.0864 °,1.218e-03,0.086,0 J,0.000 kg,RANGE
1.867 s,427.0,757.1 km/h,0.62 mach,-12519.058,-12519.058 mm,-1.6794 °,0.000 mm,0.0000 °,427.0 m,-4.0991 °,1.225e-03,0.086,0 J,0.000 kg,RANGE
1.872 s,428.0,756.8 km/h,0.62 mach,-12590.862,-12590.862 mm,-1.6850 °,0.000 mm,0.0000 °,428.0 m,-4.1118 °,1.232e-03,0.086,0 J,0.000 kg,RANGE
1.877 s,429.0,756.5 km/h,0.62 mach,-12662.889,-12662.889 mm,-1.6907 °,0.000 mm,0.0000 °,429.0 m,-4.1245 °,1.239e-03,0.086,0 J,0.000 kg,RANGE
1.882 s,430.0,756.2 km/h,0.62 mach,-12735.14,-12735.140 mm,-1.6964 °,0.000 mm,0.0000 °,430.0 m,-4.1373 °,1.246e-03,0.086,0 J,0.000 kg,RANGE
1.886 s,431.0,755.9 km/h,0.62 mach,-12807.614,-12807.614 mm,-1.7021 °,0.000 mm,0.0000 °,431.0 m,-4.1500 °,1.253e-03,0.086,0 J,0.000 kg,RANGE
1.891 s,432.0,755.6 km/h,0.62 mach,-12880.312,-12880.312 mm,-1.7078 °,0.000 mm,0.0000 °,432.0 m,-4.1628 °,1.260e-03,0.086,0 J,0.000 kg,RANGE
1.896 s,433.0,755.3 km/h,0.62 mach,-12953.234,-12953.234 mm,-1.7135 °,0.000 mm,0.0000 °,433.0 m,-4.1755 °,1.267e-03,0.086,0 J,0.000 kg,RANGE
1.901 s,434.0,755.0 km/h,0.62 mach,-13026.38,-13026.380 mm,-1.7192 °,0.000 mm,0.0000 °,434.0 m,-4.1883 °,1.274e-03,0.086,0 J,0.000 kg,RANGE
1.906 s,435.0,754.7 km/h,0.62 mach,-13099.75,-13099.750 mm,-1.7249 °,0.000 mm,0.0000 °,435.0 m,-4.2011 °,1.281e-03,0.086,0 J,0.000 kg,RANGE
1.910 s,436.0,754.4 km/h,0.62 mach,-13173.344,-13173.344 mm,-1.7306 °,0.000 mm,0.0000 °,436.0 m,-4.2139 °,1.288e-03,0.086,0 J,0.000 kg,RANGE
1.915 s,437.0,754.1 km/h,0.62 mach,-13247.163,-13247.163 mm,-1.7363 °,0.000 mm,0.0000 °,437.0 m,-4.2267 °,1.295e-03,0.086,0 J,0.000 kg,RANGE
1.920 s,438.0,753.8 km/h,0.62 mach,-13321.207,-13321.207 mm,-1.7420 °,0.000 mm,0.0000 °,438.0 m,-4.2395 °,1.302e-03,0.086,0 J,0.000 kg,RANGE
1.925 s,439.0,753.5 km/h,0.61 mach,-13395.475,-13395.475 mm,-1.7478 °,0.000 mm,0.0000 °,439.0 m,-4.2523 °,1.309e-03,0.086,0 J,0.000 kg,RANGE
1.930 s,440.0,753.2 km/h,0.61 mach,-13469.969,-13469.969 mm,-1.7535 °,0.000 mm,0.0000 °,440.0 m,-4.2651 °,1.316e-03,0.086,0 J,0.000 kg,RANGE
1.934 s,441.0,752.9 km/h,0.61 mach,-13544.688,-13544.688 mm,-1.7592 °,0.000 mm,0.0000 °,441.0 m,-4.2780 °,1.324e-03,0.086,0 J,0.000 kg,RANGE
1.939 s,442.0,752.6 km/h,0.61 mach,-13619.632,-13619.632 mm,-1.7649 °,0.000 mm,0.0000 °,442.0 m,-4.2908 °,1.331e-03,0.086,0 J,0.000 kg,RANGE
1.944 s,443.0,752.3 km/h,0.61 mach,-13694.803,-13694.803 mm,-1.7707 °,0.000 mm,0.0000 °,443.0 m,-4.3037 °,1.338e-03,0.086,0 J,0.000 kg,RANGE
1.949 s,444.0,752.0 km/h,0.61 mach,-13770.199,-13770.199 mm,-1.7764 °,0.000 mm,0.0000 °,444.0 m,-4.3166 °,1.345e-03,0.085,0 J,0.000 kg,RANGE
1.954 s,445.0,751.7 km/h,0.61 mach,-13845.821,-13845.821 mm,-1.7821 °,0.000 mm,0.0000 °,445.0 m,-4.3294 °,1.352e-03,0.085,0 J,0.000 kg,RANGE
1.958 s,446.0,751.4 km/h,0.61 mach,-13921.669,-13921.669 mm,-1.7879 °,0.000 mm,0.0000 °,446.0 m,-4.3423 °,1.360e-03,0.085,0 J,0.000 kg,RANGE
1.963 s,447.0,751.1 km/h,0.61 mach,-13997.744,-13997.744 mm,-1.7936 °,0.000 mm,0.0000 °,447.0 m,-4.3552 °,1.367e-03,0.085,0 J,0.000 kg,RANGE
1.968 s,448.0,750.8 km/h,0.61 mach,-14074.046,-14074.046 mm,-1.7994 °,0.000 mm,0.0000 °,448.0 m,-4.3681 °,1.374e-03,0.085,0 J,0.000 kg,RANGE
1.973 s,449.0,750.5 km/h,0.61 mach,-14150.574,-14150.574 mm,-1.8051 °,0.000 mm,0.0000 °,449.0 m,-4.3811 °,1.382e-03,0.085,0 J,0.000 kg,RANGE
1.978 s,450.0,750.3 km/h,0.61 mach,-14227.329,-14227.329 mm,-1.8109 °,0.000 mm,0.0000 °,450.0 m,-4.3940 °,1.389e-03,0.085,0 J,0.000 kg,RANGE
1.982 s,451.0,750.0 km/h,0.61 mach,-14304.311,-14304.311 mm,-1.8166 °,0.000 mm,0.0000 °,451.0 m,-4.4069 °,1.396e-03,0.085,0 J,0.000 kg,RANGE
1.987 s,452.0,749.7 km/h,0.61 mach,-14381.521,-14381.521 mm,-1.8224 °,0.000 mm,0.0000 °,452.0 m,-4.4199 °,1.404e-03,0.085,0 J,0.000 kg,RANGE
1.992 s,453.0,749.4 km/h,0.61 mach,-14458.958,-14458.958 mm,-1.8282 °,0.000 mm,0.0000 °,453.0 m,-4.4329 °,1.411e-03,0.085,0 J,0.000 kg,RANGE
1.997 s,454.0,749.1 km/h,0.61 mach,-14536.624,-14536.624 mm,-1.8339 °,0.000 mm,0.0000 °,454.0 m,-4.4458 °,1.419e-03,0.085,0 J,0.000 kg,RANGE
2.002 s,455.0,748.8 km/h,0.61 mach,-14614.516,-14614.516 mm,-1.8397 °,0.000 mm,0.0000 °,455.0 m,-4.4588 °,1.426e-03,0.085,0 J,0.000 kg,RANGE
2.006 s,456.0,748.5 km/h,0.61 mach,-14692.637,-14692.637 mm,-1.8455 °,0.000 mm,0.0000 °,456.0 m,-4.4718 °,1.434e-03,0.085,0 J,0.000 kg,RANGE
2.011 s,457.0,748.2 km/h,0.61 mach,-14770.987,-14770.987 mm,-1.8512 °,0.000 mm,0.0000 °,457.0 m,-4.4848 °,1.441e-03,0.085,0 J,0.000 kg,RANGE
2.016 s,458.0,747.9 km/h,0.61 mach,-14849.565,-14849.565 mm,-1.8570 °,0.000 mm,0.0000 °,458.0 m,-4.4978 °,1.449e-03,0.085,0 J,0.000 kg,RANGE
2.021 s,459.0,747.6 km/h,0.61 mach,-14928.371,-14928.371 mm,-1.8628 °,0.000 mm,0.0000 °,459.0 m,-4.5109 °,1.456e-03,0.085,0 J,0.000 kg,RANGE
2.026 s,460.0,747.3 km/h,0.61 mach,-15007.406,-15007.406 mm,-1.8686 °,0.000 mm,0.0000 °,460.0 m,-4.5239 °,1.464e-03,0.085,0 J,0.000 kg,RANGE
2.031 s,461.0,747.0 km/h,0.61 mach,-15086.671,-15086.671 mm,-1.8744 °,0.000 mm,0.0000 °,461.0 m,-4.5369 °,1.471e-03,0.085,0 J,0.000 kg,RANGE
2.035 s,462.0,746.7 km/h,0.61 mach,-15166.164,-15166.164 mm,-1.8802 °,0.000 mm,0.0000 °,462.0 m,-4.5500 °,1.479e-03,0.085,0 J,0.000 kg,RANGE
2.040 s,463.0,746.4 km/h,0.61 mach,-15245.887,-15245.887 mm,-1.8860 °,0.000 mm,0.0000 °,463.0 m,-4.5631 °,1.487e-03,0.085,0 J,0.000 kg,RANGE
2.045 s,464.0,746.1 km/h,0.61 mach,-15325.84,-15325.840 mm,-1.8918 °,0.000 mm,0.0000 °,464.0 m,-4.5761 °,1.494e-03,0.085,0 J,0.000 kg,RANGE
2.050 s,465.0,745.8 km/h,0.61 mach,-15406.022,-15406.022 mm,-1.8976 °,0.000 mm,0.0000 °,465.0 m,-4.5892 °,1.502e-03,0.085,0 J,0.000 kg,RANGE
2.055 s,466.0,745.6 km/h,0.61 mach,-15486.435,-15486.435 mm,-1.9034 °,0.000 mm,0.0000 °,466.0 m,-4.6023 °,1.510e-03,0.085,0 J,0.000 kg,RANGE
2.060 s,467.0,745.3 km/h,0.61 mach,-15567.077,-15567.077 mm,-1.9092 °,0.000 mm,0.0000 °,467.0 m,-4.6154 °,1.517e-03,0.085,0 J,0.000 kg,RANGE
2.064 s,468.0,745.0 km/h,0.61 mach,-15647.95,-15647.950 mm,-1.9150 °,0.000 mm,0.0000 °,468.0 m,-4.6285 °,1.525e-03,0.085,0 J,0.000 kg,RANGE
2.069 s,469.0,744.7 km/h,0.61 mach,-15729.054,-15729.054 mm,-1.9208 °,0.000 mm,0.0000 °,469.0 m,-4.6417 °,1.533e-03,0.085,0 J,0.000 kg,RANGE
2.074 s,470.0,744.4 km/h,0.61 mach,-15810.388,-15810.388 mm,-1.9267 °,0.000 mm,0.0000 °,470.0 m,-4.6548 °,1.541e-03,0.085,0 J,0.000 kg,RANGE
2.079 s,471.0,744.1 km/h,0.61 mach,-15891.953,-15891.953 mm,-1.9325 °,0.000 mm,0.0000 °,471.0 m,-4.6680 °,1.549e-03,0.085,0 J,0.000 kg,RANGE
2.084 s,472.0,743.8 km/h,0.61 mach,-15973.75,-15973.750 mm,-1.9383 °,0.000 mm,0.0000 °,472.0 m,-4.6811 °,1.556e-03,0.085,0 J,0.000 kg,RANGE
2.089 s,473.0,743.5 km/h,0.61 mach,-16055.777,-16055.777 mm,-1.9441 °,0.000 mm,0.0000 °,473.0 m,-4.6943 °,1.564e-03,0.085,0 J,0.000 kg,RANGE
2.094 s,474.0,743.2 km/h,0.61 mach,-16138.036,-16138.036 mm,-1.9500 °,0.000 mm,0.0000 °,474.0 m,-4.7075 °,1.572e-03,0.084,0 J,0.000 kg,RANGE
2.098 s,475.0,742.9 km/h,0.61 mach,-16220.527,-16220.527 mm,-1.9558 °,0.000 mm,0.0000 °,475.0 m,-4.7207 °,1.580e-03,0.084,0 J,0.000 kg,RANGE
2.103 s,476.0,742.6 km/h,0.61 mach,-16303.25,-16303.250 mm,-1.9616 °,0.000 mm,0.0000 °,476.0 m,-4.7339 °,1.588e-03,0.084,0 J,0.000 kg,RANGE
2.108 s,477.0,742.3 km/h,0.61 mach,-16386.205,-16386.205 mm,-1.9675 °,0.000 mm,0.0000 °,477.0 m,-4.7471 °,1.596e-03,0.084,0 J,0.000 kg,RANGE
2.113 s,478.0,742.1 km/h,0.61 mach,-16469.392,-16469.392 mm,-1.9733 °,0.000 mm,0.0000 °,478.0 m,-4.7603 °,1.604e-03,0.084,0 J,0.000 kg,RANGE
2.118 s,479.0,741.8 km/h,0.61 mach,-16552.811,-16552.811 mm,-1.9792 °,0.000 mm,0.0000 °,479.0 m,-4.7735 °,1.614e-03,0.084,0 J,0.000 kg,RANGE
2.123 s,480.0,741.5 km/h,0.61 mach,-16636.463,-16636.463 mm,-1.9850 °,0.000 mm,0.0000 °,480.0 m,-4.7868 °,1.622e-03,0.084,0 J,0.000 kg,RANGE
2.128 s,481.0,741.2 km/h,0.60 mach,-16720.348,-16720.348 mm,-1.9909 °,0.000 mm,0.0000 °,481.0 m,-4.8000 °,1.630e-03,0.084,0 J,0.000 kg,RANGE
2.133 s,482.0,740.9 km/h,0.60 mach,-16804.467,-16804.467 mm,-1.9968 °,0.000 mm,0.0000 °,482.0 m,-4.8133 °,1.638e-03,0.084,0 J,0.000 kg,RANGE
2.137 s,483.0,740.6 km/h,0.60 mach,-16888.818,-16888.818 mm,-2.0026 °,0.000 mm,0.0000 °,483.0 m,-4.8265 °,1.646e-03,0.084,0 J,0.000 kg,RANGE
2.142 s,484.0,740.3 km/h,0.60 mach,-16973.403,-16973.403 mm,-2.0085 °,0.000 mm,0.0000 °,484.0 m,-4.8398 °,1.654e-03,0.084,0 J,0.000 kg,RANGE
2.147 s,485.0,740.0 km/h,0.60 mach,-17058.221,-17058.221 mm,-2.0144 °,0.000 mm,0.0000 °,485.0 m,-4.8531 °,1.662e-03,0.084,0 J,0.000 kg,RANGE
2.152 s,486.0,739.7 km/h,0.60 mach,-17143.273,-17143.273 mm,-2.0202 °,0.000 mm,0.0000 °,486.0 m,-4.8664 °,1.670e-03,0.084,0 J,0.000 kg,RANGE
2.157 s,487.0,739.4 km/h,0.60 mach,-17228.56,-17228.560 mm,-2.0261 °,0.000 mm,0.0000 °,487.0 m,-4.8797 °,1.679e-03,0.084,0 J,0.000 kg,RANGE
2.162 s,488.0,739.2 km/h,0.60 mach,-17314.08,-17314.080 mm,-2.0320 °,0.000 mm,0.0000 °,488.0 m,-4.8931 °,1.687e-03,0.084,0 J,0.000 kg,RANGE
2.167 s,489.0,738.9 km/h,0.60 mach,-17399.835,-17399.835 mm,-2.0379 °,0.000 mm,0.0000 °,489.0 m,-4.9064 °,1.695e-03,0.084,0 J,0.000 kg,RANGE
2.172 s,490.0,738.6 km/h,0.60 mach,-17485.824,-17485.824 mm,-2.0438 °,0.000 mm,0.0000 °,490.0 m,-4.9197 °,1.703e-03,0.084,0 J,0.000 kg,RANGE
2.177 s,491.0,738.3 km/h,0.60 mach,-17572.048,-17572.048 mm,-2.0496 °,0.000 mm,0.0000 °,491.0 m,-4.9331 °,1.712e-03,0.084,0 J,0.000 kg,RANGE
2.181 s,492.0,738.0 km/h,0.60 mach,-17658.507,-17658.507 mm,-2.0555 °,0.000 mm,0.0000 °,492.0 m,-4.9465 °,1.720e-03,0.084,0 J,0.000 kg,RANGE
2.186 s,493.0,737.7 km/h,0.60 mach,-17745.201,-17745.201 mm,-2.0614 °,0.000 mm,0.0000 °,493.0 m,-4.9598 °,1.728e-03,0.084,0 J,0.000 kg,RANGE
2.191 s,494.0,737.4 km/h,0.60 mach,-17832.131,-17832.131 mm,-2.0673 °,0.000 mm,0.0000 °,494.0 m,-4.9732 °,1.736e-03,0.084,0 J,0.000 kg,RANGE
2.196 s,495.0,737.1 km/h,0.60 mach,-17919.296,-17919.296 mm,-2.0732 °,0.000 mm,0.0000 °,495.0 m,-4.9866 °,1.745e-03,0.084,0 J,0.000 kg,RANGE
2.201 s,496.0,736.9 km/h,0.60 mach,-18006.696,-18006.696 mm,-2.0791 °,0.000 mm,0.0000 °,496.0 m,-5.0000 °,1.753e-03,0.084,0 J,0.000 kg,RANGE
2.206 s,497.0,736.6 km/h,0.60 mach,-18094.333,-18094.333 mm,-2.0851 °,0.000 mm,0.0000 °,497.0 m,-5.0135 °,1.762e-03,0.084,0 J,0.000 kg,RANGE
2.211 s,498.0,736.3 km/h,0.60 mach,-18182.206,-18182.206 mm,-2.0910 °,0.000 mm,0.0000 °,498.0 m,-5.0269 °,1.770e-03,0.084,0 J,0.000 kg,RANGE
2.216 s,499.0,736.0 km/h,0.60 mach,-18270.315,-18270.315 mm,-2.0969 °,0.000 mm,0.0000 °,499.0 m,-5.0403 °,1.778e-03,0.084,0 J,0.000 kg,RANGE
2.221 s,500.0,735.7 km/h,0.60 mach,-18358.661,-18358.661 mm,-2.1028 °,0.000 mm,0.0000 °,500.0 m,-5.0538 °,1.787e-03,0.084,0 J,0.000 kg,RANGE
